Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,cell_type,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,genotype,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,source_name,SRA Study,tissue,AGE,sex
SRR20639569,RNA-Seq,50,39851200,PRJNA862285,SAMN29955547,18218171,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX16662695,Aldh2 & Fancd2 & p53 triple knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389532,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:32:00Z,1,GSM6389532,Bone marrow,SRP388304,Bone marrow,,
SRR20639570,RNA-Seq,50,35717400,PRJNA862285,SAMN29955548,16449391,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX16662694,Aldh2 & Fancd2 & p53 triple knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389531,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:32:00Z,1,GSM6389531,Bone marrow,SRP388304,Bone marrow,,
SRR20639571,RNA-Seq,50,44351350,PRJNA862285,SAMN29955549,20319100,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX16662693,Aldh2 & Fancd2 & p53 triple knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389530,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:32:00Z,1,GSM6389530,Bone marrow,SRP388304,Bone marrow,,
SRR20639572,RNA-Seq,50,36770750,PRJNA862285,SAMN29955550,16872542,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX16662692,Aldh2 & Fancd2 & p53 triple knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389529,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:32:00Z,1,GSM6389529,Bone marrow,SRP388304,Bone marrow,,
SRR20639573,RNA-Seq,50,48506000,PRJNA862285,SAMN29955551,22015778,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX16662691,WT,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389528,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:33:00Z,1,GSM6389528,Bone marrow,SRP388304,Bone marrow,,
SRR20639574,RNA-Seq,50,38863350,PRJNA862285,SAMN29955552,17802068,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX16662690,WT,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389527,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:33:00Z,1,GSM6389527,Bone marrow,SRP388304,Bone marrow,,
SRR20639575,RNA-Seq,50,20853250,PRJNA862285,SAMN29955553,9676705,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"run.zq,sra,fastq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX16662689,p53 knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389526,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:32:00Z,1,GSM6389526,Bone marrow,SRP388304,Bone marrow,,
SRR20639578,RNA-Seq,50,36805200,PRJNA862285,SAMN29955572,16725062,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX16662686,WT,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389507,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:33:00Z,1,GSM6389507,Bone marrow,SRP388304,Bone marrow,,
SRR20639579,RNA-Seq,50,20069500,PRJNA862285,SAMN29955573,9308959,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX16662685,p53 knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389506,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:32:00Z,1,GSM6389506,Bone marrow,SRP388304,Bone marrow,,
SRR20639580,RNA-Seq,50,26644550,PRJNA862285,SAMN29955574,12250341,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"fastq,sra,run.zq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX16662684,p53 knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389505,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:33:00Z,1,GSM6389505,Bone marrow,SRP388304,Bone marrow,,
SRR20639581,RNA-Seq,50,69335100,PRJNA862285,SAMN29955575,31508655,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"sra,run.zq,fastq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX16662683,Aldh2 & Fancd2 & p53 triple knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389504,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:34:00Z,1,GSM6389504,Bone marrow,SRP388304,Bone marrow,,
SRR20639582,RNA-Seq,50,66264400,PRJNA862285,SAMN29955576,30065883,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX16662682,Aldh2 & Fancd2 & p53 triple knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389503,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:34:00Z,1,GSM6389503,Bone marrow,SRP388304,Bone marrow,,
SRR20639583,RNA-Seq,50,65804050,PRJNA862285,SAMN29955577,30237810,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"sra,run.zq,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX16662681,Aldh2 & Fancd2 & p53 triple knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389502,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:34:00Z,1,GSM6389502,Bone marrow,SRP388304,Bone marrow,,
SRR20639584,RNA-Seq,50,63174100,PRJNA862285,SAMN29955618,28665459,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX16662680,Aldh2 & Fancd2 double knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389461,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:34:00Z,1,GSM6389461,Bone marrow,SRP388304,Bone marrow,,
SRR20639586,RNA-Seq,50,48913750,PRJNA862285,SAMN29955620,22321046,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX16662678,Aldh2 & Fancd2 double knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389459,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:34:00Z,1,GSM6389459,Bone marrow,SRP388304,Bone marrow,,
SRR20639587,RNA-Seq,50,72404950,PRJNA862285,SAMN29955621,32970641,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX16662677,Aldh2 & Fancd2 & p53 triple knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389458,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:34:00Z,1,GSM6389458,Bone marrow,SRP388304,Bone marrow,,
SRR20639588,RNA-Seq,50,75487750,PRJNA862285,SAMN29955622,34255725,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX16662850,Aldh2 & Fancd2 & p53 triple knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389457,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:34:00Z,1,GSM6389457,Bone marrow,SRP388304,Bone marrow,,
SRR20639589,RNA-Seq,50,66059250,PRJNA862285,SAMN29955623,29940491,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"fastq,run.zq,sra","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX16662849,Aldh2 & Fancd2 & p53 triple knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389456,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:34:00Z,1,GSM6389456,Bone marrow,SRP388304,Bone marrow,,
SRR20639590,RNA-Seq,50,63961750,PRJNA862285,SAMN29955624,29061842,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX16662848,Aldh2 & Fancd2 & p53 triple knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389455,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:34:00Z,1,GSM6389455,Bone marrow,SRP388304,Bone marrow,,
SRR20639594,RNA-Seq,50,75848550,PRJNA862285,SAMN29955652,34182866,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX16662844,p53 knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389427,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:35:00Z,1,GSM6389427,Bone marrow,SRP388304,Bone marrow,,
SRR20639595,RNA-Seq,50,78316850,PRJNA862285,SAMN29955653,35455968,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16662843,p53 knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389426,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:34:00Z,1,GSM6389426,Bone marrow,SRP388304,Bone marrow,,
SRR20639596,RNA-Seq,50,80201050,PRJNA862285,SAMN29955654,36263501,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"sra,run.zq,fastq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX16662842,Aldh2 & Fancd2 double knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389425,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:35:00Z,1,GSM6389425,Bone marrow,SRP388304,Bone marrow,,
SRR20639597,RNA-Seq,50,71781950,PRJNA862285,SAMN29955655,32348904,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX16662841,Aldh2 & Fancd2 double knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389424,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:35:00Z,1,GSM6389424,Bone marrow,SRP388304,Bone marrow,,
SRR20639598,RNA-Seq,50,61655900,PRJNA862285,SAMN29955656,27953031,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX16662840,Aldh2 & Fancd2 & p53 triple knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389423,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:35:00Z,1,GSM6389423,Bone marrow,SRP388304,Bone marrow,,
SRR20639599,RNA-Seq,50,80477400,PRJNA862285,SAMN29955657,36534811,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX16662839,Aldh2 & Fancd2 & p53 triple knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389422,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:35:00Z,1,GSM6389422,Bone marrow,SRP388304,Bone marrow,,
SRR20639602,RNA-Seq,50,40422500,PRJNA862285,SAMN29955684,19929636,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX16662836,WT,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389395,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:34:00Z,1,GSM6389395,Bone marrow,SRP388304,Bone marrow,,
SRR20639603,RNA-Seq,50,28610750,PRJNA862285,SAMN29955768,14136926,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16662835,WT,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389394,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:34:00Z,1,GSM6389394,Bone marrow,SRP388304,Bone marrow,,
SRR20639604,RNA-Seq,50,29851850,PRJNA862285,SAMN29955769,14786167,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"sra,run.zq,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX16662834,WT,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389393,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:34:00Z,1,GSM6389393,Bone marrow,SRP388304,Bone marrow,,
SRR20639607,RNA-Seq,50,32205400,PRJNA862285,SAMN29955772,15943627,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX16662831,p53 knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389390,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:36:00Z,1,GSM6389390,Bone marrow,SRP388304,Bone marrow,,
SRR20639608,RNA-Seq,50,38696600,PRJNA862285,SAMN29955797,19077971,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX16662830,p53 knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389365,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:36:00Z,1,GSM6389365,Bone marrow,SRP388304,Bone marrow,,
SRR20639609,RNA-Seq,50,14889350,PRJNA862285,SAMN29955798,7412905,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16662829,WT,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389364,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:35:00Z,1,GSM6389364,Bone marrow,SRP388304,Bone marrow,,
SRR20639610,RNA-Seq,50,27546500,PRJNA862285,SAMN29955799,13692300,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX16662828,WT,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389363,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:36:00Z,1,GSM6389363,Bone marrow,SRP388304,Bone marrow,,
SRR20639611,RNA-Seq,50,33620100,PRJNA862285,SAMN29955800,16596011,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX16662827,WT,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389362,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:36:00Z,1,GSM6389362,Bone marrow,SRP388304,Bone marrow,,
SRR20639612,RNA-Seq,50,35306850,PRJNA862285,SAMN29955801,17460535,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX16662826,WT,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389361,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:36:00Z,1,GSM6389361,Bone marrow,SRP388304,Bone marrow,,
SRR20639615,RNA-Seq,50,30378450,PRJNA862285,SAMN29955804,15061370,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX16662823,p53 knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389358,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:36:00Z,1,GSM6389358,Bone marrow,SRP388304,Bone marrow,,
SRR20639616,RNA-Seq,50,47875750,PRJNA862285,SAMN29957278,18763350,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX16662822,p53 knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388237,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:36:00Z,1,GSM6388237,Bone marrow,SRP388304,Bone marrow,,
SRR20639617,RNA-Seq,50,51188600,PRJNA862285,SAMN29957279,19967723,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16662821,p53 knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388236,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:36:00Z,1,GSM6388236,Bone marrow,SRP388304,Bone marrow,,
SRR20639618,RNA-Seq,50,50572350,PRJNA862285,SAMN29957280,20005565,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"sra,fastq,run.zq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX16662820,p53 knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388235,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:36:00Z,1,GSM6388235,Bone marrow,SRP388304,Bone marrow,,
SRR20639619,RNA-Seq,50,44093750,PRJNA862285,SAMN29957281,17616088,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX16662819,Aldh2 & Fancd2 double knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388234,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:36:00Z,1,GSM6388234,Bone marrow,SRP388304,Bone marrow,,
SRR20639621,RNA-Seq,50,55135450,PRJNA862285,SAMN29957283,21536391,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX16662817,Aldh2 & Fancd2 double knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388232,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:36:00Z,1,GSM6388232,Bone marrow,SRP388304,Bone marrow,,
SRR20639622,RNA-Seq,50,42464350,PRJNA862285,SAMN29957284,16693797,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX16662816,Aldh2 & Fancd2 double knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388231,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:36:00Z,1,GSM6388231,Bone marrow,SRP388304,Bone marrow,,
SRR20639623,RNA-Seq,50,43811650,PRJNA862285,SAMN29957285,17055169,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX16662815,Aldh2 & Fancd2 double knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388230,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:36:00Z,1,GSM6388230,Bone marrow,SRP388304,Bone marrow,,
SRR20639624,RNA-Seq,50,49367850,PRJNA862285,SAMN29957310,19489183,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX16662814,p53 knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388205,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:36:00Z,1,GSM6388205,Bone marrow,SRP388304,Bone marrow,,
SRR20639625,RNA-Seq,50,38944850,PRJNA862285,SAMN29957311,15186687,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX16662813,Aldh2 & Fancd2 double knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388204,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:36:00Z,1,GSM6388204,Bone marrow,SRP388304,Bone marrow,,
SRR20639630,RNA-Seq,50,40789950,PRJNA862285,SAMN29957316,15910243,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX16662808,WT,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388199,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:37:00Z,1,GSM6388199,Bone marrow,SRP388304,Bone marrow,,
SRR20639631,RNA-Seq,50,44425900,PRJNA862285,SAMN29957317,17600299,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX16662807,WT,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388198,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:37:00Z,1,GSM6388198,Bone marrow,SRP388304,Bone marrow,,
